,Username,Time,Date,Replies,Post
165,NaijaCelebrity,3:13pm,Jul 08,24,"['The Big Brother Naija 2019 ‘Pepper Dem’ housemates have picked Jeff as their Head of House for week 2.', None, None, 'This week’s head of house challenge was more in interesting and intense, unlike the last week where the head of house was elected.', None, None, None, 'Nelson after an 7 minutes challenge defeated the other 19 housemates to become this week’s head of house.', None, None, 'The reward, at the end of the day is that the most deserving Housemate gets position of Head of House.', None, None, 'As simple as this task might sound, there would have been severe consequences if they don’t select a Head of House before lights out.', None, None, 'The Head of House gets the honour of sitting on the Head of House Seat, a Badge and 250 Bet9ja Coins. The Head of House also enjoys the luxury of a tastefully furnished Head of House Bedroom.', None, None, 'At the end of the first stage KimOprah had 4 Peebles, Mike had 5, Jackye: 2, Jeff: 1, Tacha:6, Diane: 3, Omashola: 6, Khafi: 8, Gedoni: 1, Mercy: 10, Ike: 8, Seyi: 7, Thelma: 5, Nelson: 8, Frodd: 6, Sir Dee: 2, Ella: 2 and Esther: 3. However, Tuoyo was disqualified from the game for touching the peebles.', None, None, 'With these results, Mercy, Ike, Khafi, and Nelson moved to the next stage. The next stage involved the housemates forming a tower with cookies. This game began at the sound of the buzzer and ended in 2 minutes. The twist to this stage was that all cookies were to remain standing after 30 seconds.', None, None, 'At the end of the game, Mercy had 11 cookies standing, Ike also had 11 cookies standing firm in the towers. Khafi had 8 cookies on the tower at the end of the game. Nelson also had 11 cookies which led to a tie.', None, None, 'The tie led to the three remaining housemates playing the game all over again for a final winner. At the end of the game Ike and Nelson ended the game in a tie again after placing 16 cookies each in their towers.', None, None, 'At the end of another one intense minute, Nelson scored 15 over Ike’s 13 peebles making him become the second ‘Head of House’ of the BBNaija season 4. The peaks that comes with this victory includes 250 Bet9ja coins, the Head of House room and a special package waiting for him in the room.', None, None, None, 'Source: ', 'https://gidifeed.com/allison-nelson-wins-week-2-head-of-house-title-for-bbnaija-2019/']"
166,realmedia,3:06pm,Jul 08,28,"['Photos from this elderly couples wedding which took place in Zaria state recently has gotten Nigerians all emotional on social media.', None, None, 'According to Facebook user, Chinecherem Ebubechi, who shared their photos online, the groom is a 73-year-old Nigerian Evangelist, Matthew Owojaiye, while his bride is 63 year old Abosede Ayobola.', None, None, ""According to Chinecherem, this was the bride's first wedding. The couple met 50 years ago. The groom had asked her out at the time but she turned him down. Many years later, they met again, found out they were both single and decided to give love a chance."", None, None, None, 'They got married at the Living Faith Church in Zaria in front of family members and friends.', None, None, 'See more photos from their wedding below', None, None, 'VIA>>', ' ', 'https://kupelove.blogspot.com/2019/07/photos-73-year-old-man-weds-his-63.html']"
167,remababy,2:24pm,Jul 08,29,"['Reno Omokri, former aide to ex-President Goodluck Jonathan, has identified the late former military Head of State, Sani Abacha, as the biggest thief in world history, stating that 21-years after, more loots linked to the former dictator were still being uncovered.', None, None, 'Omokri was responding to the claim by Nasir El-Rufai, Governor of Kaduna State, that Northerners are rarely arrested for advance fee fraud, popularly known in local parlance as Yahoo Yahoo.', None, None, 'Speaking at the Northern Youth summit organised by Northern Hibiscus Initiative in Kaduna on Saturday, El-Rufai said although the North was the most backward and uneducated region in Nigeria, it was a thing of pride that Northerners were rarely arrested for Yahoo Yahoo and other financial crimes.', None, None, 'El-Rufai had said: “Nigeria consists of two countries; there is a backward, less educated and unhealthy northern Nigeria, and a developing, largely educated and healthy southern Nigeria. We have to speak the truth to ourselves and ask why is it that northern Nigeria has development indicators similar to Afghanistan, a country still at war?', None, None, '“We have the largest number of poor people in the world, most of them in northern Nigeria. Nigeria also has the largest number of out of school children, virtually all of them in Northern Nigeria.', None, None, '“We are being considered as the parasite of the federal economy, even though, that is not entirely true. Because northern Nigeria still feeds the nation. The richest businessman in Nigeria is still Aliko Dangote, not someone from Southern Nigeria, thank God for that.', None, None, '“So, we still have a lot to be proud of. We should be proud of our culture and tradition, as well as unity. You hardly can find someone from northern Nigeria convicted of 419 or being a Yahoo boy. That is something we should be proud of.', None, None, 'Responding in a post on Twitter, Omokri said: “Dear Elrufai,', None, None, '“Before you label Southerners fraudsters, note that the biggest thief in world history is Sani Abacha. 21 years after, his loot is still being recovered, though @MBuhari said ‘Abacha never stole’.', None, None, '“There are good and bad Nigerians in North and South!”', None, None, None, None, None, 'See more here ', 'https://thickmatch.com/abacha-biggest-thief-world-history-omokri-replies-el-rufais-northerners-not-fraudsters-comment/']"
168,Famousbabe,10:28am,Jul 08,27,"[None, None, 'Source: ', 'http://www.thefamousnaija.com/2019/07/video-of-shallymhiz-twerking-to-dbanj.html?m=1']"
169,AlexReports,8:05am,Jul 08,23,"['Fulham FC Arrives Nigeria, Meet Minister of Youth and Sports Development, Solomon Dalung ', None, None, 'A delegation from Fulham FC has arrived Nigeria from England to endorse and support the Soccer Star Project with Siasia in Abuja. The endorsement was established in a press conference by the Fulham FC representatives and the organizers of Soccer Star Project.', None, None, 'The press conference witnessed the presentation of the official Fulham FC Jersey to the Organizing Team of Soccer Star Project, which was received by the Convener, Mrs Ndubuisi, the PR partner of SSP and other relevant partners of the talent scouting initiative for professional and grassroot footballers across  Nigeria.', None, None, 'According to one of the officials from the world renowned England Fulham Football Club, Meaney Alistair he noted that the agency is committed to every necessary support for the Soccer Star Project, as regards the required promotion, international endorsements and signing of good football talents which the Soccer Star Project will scout for across states in Nigeria.', None, None, 'The group which also involve Ruth Newberry and Lee Cowling stated that the initiative will help improve the standard of Nigeria football industries and the quality of Nigeria football talents across various international leagues in the world.', None, None, 'The delegation of the Fulham FC were also received by the immediate past Minister of Youth and Sports Development, Solomon Dalung in Abuja to discuss their engagements and articulate ways of improving grassroot football in Nigeria. ', None, None, 'The national coordinator of the project, Ms. Ndubuisi appreciated the delegation from Fulham FC, stressing that their support and commitment to the Soccer Star Project will establish a relatively positive engagement both for Fulham FC and the Nigeria Football Industry through Soccer Star Project.', None, None, 'She also presented the official Jersey of Soccer Star Project to Fulham FC representatives, as an engagement in furtherance of the partnership between SSP and the England Premiere League Football Club. The team confirmed a partnership GAC Motors in view of the talent hunt.', None, None, None, 'The Documentary on 60 goals global project in Anaocha II Constituency ', None, None, ' ', None, None, 'https://www.youtube.com/watch?v=CmZjcb7wseQ']"
170,NaijaCelebrity,5:07pm,Jul 08,29,"['The Nigeria tactician’s contract has been terminated after the Taifa Stars’ abysmal performance in the continental tournament', None, None, 'Tanzania Football Federation (TFF) has relieved Emmanuel Amuneke of his job following the poor performance of the Taifa Stars in the 2019 Africa Cup of Nations (Afcon) in Egypt.', None, None, 'The East Africans were eliminated in the group stage of the biennial tournament, losing 2-0 to Senegal, 3-2 to Kenya and suffering a 3-0 defeat to Algeria to finish at the base of Group C with zero points.', None, None, 'On the back of the poor performances, Tanzania’s governing body decided to part ways with the former Nigeria international and Barcelona winger.', None, None, '“The Tanzania Football Association (TFF) and the national team coach, Emmanuel Amunike, have reached a joint agreement to terminate the contract between us,” read a statement on the TFF website.', None, None, '“TFF will announce the TAN coach who will lead the national team for Chan matches.', None, None, 'Source: ', 'https://ngg.ng/2019/07/08/afcon-2019-tanzania-sack-emmanuel-amuneke/']"
171,Priscy01,2:47pm,Jul 08,17,"['Delta State Governor, Ifeanyi Okowa, has hosted people living with disabilities as part of his 60th birthday anniversary celebration, Igbere TV reports.', None, None, None, 'Mr Okowa clocked 60 on Monday.', None, None, None, 'A thanksgiving service was held in his honour at the Government House Chapel in Asaba, the state capital.', None, None, None, 'Okowa was re-elected for a second term during the governorship polls conducted early March.', None, None, 'Source; ', 'http://igberetvnews.com/?p=823884']"
172,made4naijamusic,2:25pm,Jul 08,24,"['Security guards seriously injure each other while fighting over N500 tip from a customer, yesterday, at the #Surulere Mall in Lagos', None, None, 'Watch video ', None, None, 'source : ', None, None, 'https://www.made4naija.com/security-guards-seriously-injure-each-other-while-fighting-over-n500-tip/']"
173,Islie,4:52pm,Jul 08,25,"[None, None, None, None, 'https://www.independent.ng/fayemi-shares-rape-experience-blasts-women-shaming-busola-dakolo/']"
174,dorothybella,4:38pm,Jul 08,22,"['An Assistant Presiding Officer (I) during the February 23, 2019, presidential election, Mr. Adedokun Adeoye, on Monday failed to show the Presidential Election Petition Tribunal, which provision of the Independent National Electoral Commission’s manual authorised him to transmit the results of the poll.', None, None, 'Adoye took the witness stand as the petitioners’ fourth witness at the instance of the Peoples Democratic Democratic Party and its presidential candidate, Atiku Abubakar, who are by their petition challenging the victory of President Muhammadu Buhari and the All Progressives Congress.', None, None, 'Adeoye who was earlier led by the petitioners’ lead counsel, Dr. Livy Uzoukwu (SAN), to adopt his witness statement on oath as his evidence-in-chief, was cross-examined by the respondents’ lawyers.', None, None, 'While being cross-examined by INEC’s lawyer, Yunus Usman (SAN), Adeoye insisted that he transmitted the results of the election to INEC server after collation.', None, None, 'Buhari’s lawyer, Chief Wole Olanipekun (SAN), confronted the witness with the claim that it was the duty of the Presiding Officer “to transmit the results in the necessary form to INEC”, and not the APO I’s duty.', None, None, 'The witness insisted that it was APO I’s duty to transmit the results.', None, None, 'But when shown the guidelines issued by INEC to point out where it was stated as part of the duty of APO I to transmit results, Adoye could point out the part.', None, None, None, None, None, 'Get full here ', 'https://thickmatch.com/polling-officer-fails-show-regulation-authorises-transmit-results/']"
175,Islie,4:43pm,Jul 08,29,"[None, None, None, 'More to follow…', None, None, None, 'https://www.thecable.ng/extra-customs-officer-promotes-self-to-cg-asks-hameed-ali-to-hand-over']"
176,dorothybella,3:45pm,Jul 08,24,"['The leader of the All Progressive Congress, (APC), and former Governor of Bayelsa State, Chief, Timipre Sylva, has challenged the current governor of the state, Hon. Seriake Dickson, to stop deceiving Bayelsans and fly from his acclaimed Bayelsa state Cargo Airport if really it has been completed and commissioned for use.', None, None, 'Sylva said after spending such outrageous monies on a project that is not feasible, he(Dickson), still flies and lands in Port Harcourt Airport instead of using the airport he claimed to have built.', None, None, 'The former governor, stated this while addressing friends, colleagues, party stakeholders, well-wishers and close associates in Yenagoa, on Sunday, during the occasion of his 55th birthday celebration.', None, None, 'He revealed that he was astonished when he went to hire a plane at a particular occasion to travel down to Bayelsa but he was told that there is no airport in the state, noting that its high time questions are asked on the true status of the airport.', None, None, '“Yes, the current governor has done a few thing but the airport which is a great idea is surrounded by deceits and fraud. When Dickson wants to travel in a private jet, he goes to Port Harcourt instead of using the airport he claimed to have built.', None, None, '”At a particular occasion we heard the project’s cost was 100 billion, then later he (Dickson) claimed it was 80 billion, then when I took on him based on the frivolous figures, he quickly reversed the figure and said 65 billion. He doesn’t even know the cost of the project because of his hidden agenda, and even with the figures, let him land in the airport which is for Bayelsa, at least we have an airport which has been completed and working. He should tell us the true story behind the airport.', None, None, '”Look at Isaac Adaka Boro express road, it has been under construction for 8 years, I wonder what kind of road is that, we don’t know who the contractor and what has been spent on it. Yenagoa has become a dark city, like a city in the dark ages. Hunger is now walking on the street of Yenagoa in the form of insecurity.', None, None, '”You can’t walk on the street of Yenagoa freely because of insecurity, but the time for change has come, the time for division has ended, Ijaw people must be united because we are the same people with the same culture.', None, None, '”This is not how a state capital should be, Yenagoa is dirty, dark, smelling and flooded. Bayelsa is a state that should be developed than the level it is today.”', None, None, None, None, 'See more here ', 'https://thickmatch.com/stop-deceiving-bayelsans-non-functional-airport-sylva-warns-dickson/']"
177,MediaNGN,1:59pm,Jul 08,27,"['https://www.fifa.com/womensworldcup/videos/goal-of-the-tournament/', ' ', None, None, ""Nigerians, Nairaland please vote for our own Asisat Oshoala to win the Women's World Cup 'Goal of the Tournament.' "", 'Click on the link above, scroll down and VOTE!', None, None, 'https://www.fifa.com/womensworldcup/videos/goal-of-the-tournament/']"
178,phranklean,4:03pm,Jul 08,29,"['The Abuja division of the Court of Appeal on Monday reserved judgment in the appeal filed against President Muhammadu Buhari’s academic qualification for the 2019 presidential election.', None, None, 'The three member panel of the appellate court presided over by Justice Atinuke Akomolafe-Wilson, reserved judgment after listening to the argument canvassed by counsel to parties in the suit.', None, None, 'At Monday’s proceedings, counsel to the appellant, Ukpai Ukairo, insisted that President Buhari was not educationally qualified to have stood for the presidential poll on the grounds that the required certificates were not attached to his form CF001, submitted to the Independent National Electoral Commission (INEC) for clearance to contest the presidential poll.', None, 'The counsel denied the claim that the suit of the appellant was statute barred, adding that the case was instituted on November 5, 2018 within the 14 days allowed by law. He said the cause of action started with the announcement and publication by INEC of successful candidates for the 2019 general election on October 25, 2018.', None, None, 'Ukairo therefore urged the Court of Appeal to allow the appeal and set aside the decision of the Federal High Court on grounds of miscarriage of justice.', None, 'He asked the court to nullify Buhari’s participation in the February 23 presidential election because he was not educational qualified for the poll at the time he did.', None, None, 'However, lawyers to the 1st and 2nd respondents urged the court to dismiss the appeal for being incompetent and lacking merit.', None, None, 'Buhari’s counsel, Abdullahi Abubakar, specifically told the Appeal Court that the case of the appellant was statute barred having not been filed within the mandatory period stipulated by the law.', None, 'He urged the court to uphold the decision of the Federal High Court to the effect that the suit was not filed in line with the position of the law.', None, None, 'Counsel to the All Progressives Congress Babatunde Ogala, argued in the same line with Buhari and urged the court to dismiss the appeal, while counsel to INEC, Onyeri Anthony, said the commission was neutral and would abide by the decision of the Court.', None, None, 'Kalu, Ismail and El-Kuris had approached the appellate court to nullify and set aside the Judgment of the Abuja division of the Federal High Court which declined to hear their suit instituted to challenge the educational qualification of President Buhari before the conduct of the 2019 general election.', None, None, 'null', None, ""3'  "", None, ""Appeal Court Reserves Judgment in Suit Challenging Buhari's Academic Qualification"", None, 'editorJuly 8, 2019 3:25 Pm', None, 'Alex Enumah in Abuja', None, None, 'The Abuja division of the Court of Appeal on Monday reserved judgment in the appeal filed against President Muhammadu Buhari’s academic qualification for the 2019 presidential election.', None, None, 'The three member panel of the appellate court presided over by Justice Atinuke Akomolafe-Wilson, reserved judgment after listening to the argument canvassed by counsel to parties in the suit.', None, None, 'At Monday’s proceedings, counsel to the appellant, Ukpai Ukairo, insisted that President Buhari was not educationally qualified to have stood for the presidential poll on the grounds that the required certificates were not attached to his form CF001, submitted to the Independent National Electoral Commission (INEC) for clearance to contest the presidential poll.', None, None, None, 'The counsel denied the claim that the suit of the appellant was statute barred, adding that the case was instituted on November 5, 2018 within the 14 days allowed by law. He said the cause of action started with the announcement and publication by INEC of successful candidates for the 2019 general election on October 25, 2018.', None, None, 'Ukairo therefore urged the Court of Appeal to allow the appeal and set aside the decision of the Federal High Court on grounds of miscarriage of justice.', None, None, None, 'He asked the court to nullify Buhari’s participation in the February 23 presidential election because he was not educational qualified for the poll at the time he did.', None, None, 'However, lawyers to the 1st and 2nd respondents urged the court to dismiss the appeal for being incompetent and lacking merit.', None, None, 'Buhari’s counsel, Abdullahi Abubakar, specifically told the Appeal Court that the case of the appellant was statute barred having not been filed within the mandatory period stipulated by the law.', None, None, None, 'He urged the court to uphold the decision of the Federal High Court to the effect that the suit was not filed in line with the position of the law.', None, None, 'Counsel to the All Progressives Congress Babatunde Ogala, argued in the same line with Buhari and urged the court to dismiss the appeal, while counsel to INEC, Onyeri Anthony, said the commission was neutral and would abide by the decision of the Court.', None, None, 'Kalu, Ismail and El-Kuris had approached the appellate court to nullify and set aside the Judgment of the Abuja division of the Federal High Court which declined to hear their suit instituted to challenge the educational qualification of President Buhari before the conduct of the 2019 general election.', None, None, None, 'The appellants in their appeal are asking the appellate court to reverse the judgment of Justice Ahmed Mohammed on the grounds that the processes filed by Buhari and used to strike out their suit were not competent.', None, None, 'While faulting the Judgment of the lower court, which was predicated on the grounds that the suit was statute barred, the appellants claimed that the Federal High Court erred in law and in its decison because they did not challenge the primary election that produced Buhari as candidate of the APC.', None, None, 'null', None, ""3'  "", None, ""Appeal Court Reserves Judgment in Suit Challenging Buhari's Academic Qualification"", None, 'editorJuly 8, 2019 3:25 Pm', None, 'Alex Enumah in Abuja', None, None, 'The Abuja division of the Court of Appeal on Monday reserved judgment in the appeal filed against President Muhammadu Buhari’s academic qualification for the 2019 presidential election.', None, None, 'The three member panel of the appellate court presided over by Justice Atinuke Akomolafe-Wilson, reserved judgment after listening to the argument canvassed by counsel to parties in the suit.', None, None, 'At Monday’s proceedings, counsel to the appellant, Ukpai Ukairo, insisted that President Buhari was not educationally qualified to have stood for the presidential poll on the grounds that the required certificates were not attached to his form CF001, submitted to the Independent National Electoral Commission (INEC) for clearance to contest the presidential poll.', None, None, None, 'The counsel denied the claim that the suit of the appellant was statute barred, adding that the case was instituted on November 5, 2018 within the 14 days allowed by law. He said the cause of action started with the announcement and publication by INEC of successful candidates for the 2019 general election on October 25, 2018.', None, None, 'Ukairo therefore urged the Court of Appeal to allow the appeal and set aside the decision of the Federal High Court on grounds of miscarriage of justice.', None, None, None, 'He asked the court to nullify Buhari’s participation in the February 23 presidential election because he was not educational qualified for the poll at the time he did.', None, None, 'However, lawyers to the 1st and 2nd respondents urged the court to dismiss the appeal for being incompetent and lacking merit.', None, None, 'Buhari’s counsel, Abdullahi Abubakar, specifically told the Appeal Court that the case of the appellant was statute barred having not been filed within the mandatory period stipulated by the law.', None, None, None, 'He urged the court to uphold the decision of the Federal High Court to the effect that the suit was not filed in line with the position of the law.', None, None, 'Counsel to the All Progressives Congress Babatunde Ogala, argued in the same line with Buhari and urged the court to dismiss the appeal, while counsel to INEC, Onyeri Anthony, said the commission was neutral and would abide by the decision of the Court.', None, None, 'Kalu, Ismail and El-Kuris had approached the appellate court to nullify and set aside the Judgment of the Abuja division of the Federal High Court which declined to hear their suit instituted to challenge the educational qualification of President Buhari before the conduct of the 2019 general election.', None, None, None, 'The appellants in their appeal are asking the appellate court to reverse the judgment of Justice Ahmed Mohammed on the grounds that the processes filed by Buhari and used to strike out their suit were not competent.', None, None, 'While faulting the Judgment of the lower court, which was predicated on the grounds that the suit was statute barred, the appellants claimed that the Federal High Court erred in law and in its decison because they did not challenge the primary election that produced Buhari as candidate of the APC.', None, None, None, 'They therefore urged the Court of Appeal to assume jurisdiction over the suit and grant all the reliefs sought at the Federal High Court but which were refused.', None, None, 'Among the reliefs were a declaration that Buhari submitted false information regarding his qualification and certifcate to INEC for the purpose of contesting election into the office of the President of Nigeria and that he should be disqualified.', None, None, 'They also prayed for an order of court directing INEC to remove Buhari’s name as a candidate of APC and another order restraining Buhari from parading himself as a candidate in the 2019 presidential election and also APC from recognizing Buhari as a candidate.', None, None, 'The Federal High Court had on May 2 declined to grant the request of the appellants on the grounds that the suit was not filed within the time allowed by law and therefore sustained the preliminary objection raised by Buhari at the hearing.', None, None, 'But not satisfied, the appellants are now asking the Court of Appeal to grant their reliefs because they are not challenging the primary election of APC as erroneously held by the lower court but the qualification of Buhari to stand for the presidential election without demonstrating his educational certificates as required by law.', None, None, 'Source: ', 'https://www.thisdaylive.com/index.php/2019/07/08/appeal-court-reserves-judgment-in-suit-challenging-buharis-academic-qualification/amp/?__twitter_impression=true']"
179,remababy,2:18pm,Jul 08,20,"['About 20 governorship aspirants on the platform of the All Progressives Congress (APC) ahead of the November 16 governorship election in the state on Monday rejected the indirect mode of primary election approved for the state by the national secretariat of the party.', None, None, 'The aspirants including former Chairman of the Nigeria Football Association and Alhaji Yusuf Haruna who was former Aide de Camp of APC National Chairman, Comrade Adams Oshiomhole said using the indirect primary would amount to denying them a level playing ground and denying card-carrying members the opportunity to exercise their rights.', None, None, 'In a letter to the National Chairman of the party signed by General Patrick Akpa and Comrade Godwin Egbunu, but read to newsmen by Comrade Mohammed Ali, they claimed that with the indirect primary, the party was setting booby traps for itself.', None, 'They said that as loyal party members, they will not fold their arms and allow the party to suffer huge political loss arising from the narrow ambition of a “non-performing governor”.', None, None, 'At the time of this report, the aspirants were at a meeting with some members of the National Working Committee.', None, None, None, None, 'Read more here ', 'https://thickmatch.com/kogi2019-20-kogi-apc-guber-aspirants-reject-indirect-primary/']"
180,Biodun556,4:01pm,Jul 08,29,"['Since 2002 successive  government neglected the damaged done to Ikeja military cantonment.', None, None, 'Even the militant is not spared from the impunity perpetuated by Nigerian government.', None, None, 'Buhari ordered the reconstruction of the damages.']"
181,dre11,2:18pm,Jul 08,28,"['Wedding guests pummel intruder at Okorocha’s school', None, None, None, None, None, None, None, 'https://www.google.com/amp/s/punchng.com/wedding-guests-pummel-intruder-at-okorochas-school/amp/']"
182,LegendVibes,3:40pm,Jul 08,29,"['Senator Elisha Abbo has pleaded not guilty to one count of assault on his arraignment on Monday, Igbere TV reports.', None, None, 'The lawmaker was arraigned by the Federal Capital Territory (FCT) police at Zuba Magistrate Court, Abuja.', None, None, 'The Peoples Democratic Party (PDP) lawmaker, representing Adamawa North at the National Assembly, had apologised in a press briefing last week for his actions.', None, None, 'It is believed that the video of the incident and his statement owning up to the incident would be used as evidence against him.', None, None, 'A women’s group, National Council for Women Society (NCWS), FCT Chapter, had on Sunday rejected his apology.', None, None, 'The group advocated for stiffer punishment for Abbo to serve as deterrent to others who assault women in workplace, shops or markets.', None, None, 'It also called on the United Nations and other international organisations to ensure Abbo’s prosecution in order to guard against future occurrence.', None, None, None, 'Source; ', 'http://igberetvnews.com/?p=823953']"
183,TheCvBank,1:35pm,Jul 08,30,"['Getting a job in this country is hard work, writing a compelling CV is harder. But nothing is impossible! Carefully consider these few points below when drafting your CV.', None, None, "" 1. Tailor your CV to the job. Your CV shouldn't be your life story but should be tailored for the job you're applying for, focusing on the parts that are important for that particular job."", None, None, "" 2. Make your CV clear, neat and tidy. Get somebody to check your spelling and grammar. No-one wants to read a CV that is squashed together and includes too much information. Your CV should be easy to read with space between each section and plenty of white space. Use left-justified text as it's easiest to read, using black text on good quality white or cream paper. "", None, None, '3. Place the important information up-front. Put experience and education  achievements in reverse chronological order. Include experience and interests that might be of use to the employer: IT skills, voluntary work, foreign language competency, driving skills, leisure interests that demonstrate team skills and organization/leadership skills. ', None, None, 'GOOD LUCK WITH YOUR SEARCH!!!']"
184,silverbirdng,12:56pm,Jul 08,26,"[None, None, None, 'Petitioners’ second witness at the Presidential Election Petition Tribunal, Mr. Peter Uzioma Obi, on Monday, said it was wrong to say the results of the February 23, 2019 presidential election were not transmitted electronically.', None, None, 'Obi took the witness stand at the instance of the Peoples Democratic Democratic Party and its presidential candidate, Atiku Abubakar, who are by their petition challenging the victory of President Muhammadu Buhari and the All Progressives Congress.', None, None, 'Obi, who said he functioned as Registration Area Technician at a ward level in Rivers State during the election, said the Independent National Electoral Commission trained him and others to transmit the results of the poll.', None, None, 'Obi, who earlier adopted his witness statement on oath which he deposed to on April 26, as his evidence-in-chief, said this while fielding questions from INEC’s lawyer, Yunus Usman (SAN), under cross-examination.', None, None, '“You are not supposed to transmit results because you are not a presiding officer,” Usman asked.', None, None, 'Responding, Obi said, “You are wrong sir. INEC trained us to transmit results. I was not a presiding officer. I was not a polling agent. I was a registration area technician appointed by INEC. I was trained by INEC.”', None, None, 'Fielding questions from Buhari’s lawyer, Chief Wole Olanipekun (SAN), he said he was not aware of the guidelines used by the INEC for the presidential election, but added that there was a specific guidelines booklet issued for his roles as a RATECH.', None, None, '“I was a RATECH in charge of the use of card reader,” he said.', None, None, 'He said he was not aware of Olanipekun’s claim that there was no designation in the INEC’s guidelines as Registration Area Technician', None, None, 'He said he operated at the ward level with the Local Government Technician and the State Technician as his superiors.', None, None, 'He added that he was not stationed at any polling unit during the election but visited the ones where his attention was needed. He said he visited seven polling units in the course of the election.', None, None, 'Fielding questions from APC’s lawyer, Lateef Fagbemi (SAN), Obi said the lawyer was not entirely correct to say that it was the duty of the Presiding Officer “to do accreditation, verification authentication, and collation at the Poling Units.”', None, None, 'The witness said, “You are not entirely correct sir, because we were told at the training that the Assistant Polling Officer 1, was in charge of accreditation.”', None, None, 'Fielding more questions, he said, “I did not serve as APO1 and I did not serve as the Presiding Officer.”', None, None, 'He said he did not act on his own, contrary to Fagbemi’s suggestion.', None, None, '“I have a letter to show that I was shortlisted.”', None, None, 'https://www.google.com/amp/s/punchng.com/tribunal-its-wrong-to-say-results-of-presidential-poll-were-not-transmitted-inec-technical-officer/amp/']"
185,akinhanger,12:17pm,Jul 08,27,"['Don Jazzy in a question and answer session with his IG followers, revealed that sex before marriage is important for him', None, None, None]"
186,Beremx,8:09am,Jul 08,29,"[None, None, 'Source: ', 'https://www.sunnewsonline.com/unending-trouble-of-senator-abbo/']"
187,OILFLASHY1,3:01pm,Jul 08,25,"['Itse Sagay, Chairman of the Presidential Advisory Committee Against Corruption (PACAC), has reacted to the Supreme Court ruling on Osun State governorship election.', None, None, 'The court had affirmed the victory of Governor Gboyega Oyetola o f the All Progressives Congress (APC) over candidate of the People’s Democratic Party (PDP), Ademola Adeleke.', None, None, 'Sagay told National Dailies  that though the apex court was right to have nullified the verdict of the tribunal, it should have made an affirmative pronouncement if INEC was right to have declared the poll inconclusive and subsequently held supplementary poll.', None, None, '“The lesson should be drawn home to everybody that all members of the tribunal or the court should be present before they can take part in a judgment,” he said.', None, None, '“When a judge has conducted a case 90 percent, the judge that takes his place is not allowed to use the records, he has to start all over again. That is the point the Supreme Court is making here, and I think I support the decision.', None, None, '“If there was violence or something was wrong and you are unable to vote, I don’t know why it is something wrong in being allowed, on another day, to vote… I think the Supreme Court should have just completed that so that the issue would not arise again.', None, None, '“Ballot boxes have been carried away. Even if you voted, your result cannot count and then INEC decides according to its guidelines to repeat election in such a place, what is wrong with that?', None, None, '“I think the Supreme Court should have pronounced on that so that you don’t have a situation where somebody would pre-judge the outcome of election by creating confusion in some areas where he is weak and then insisting that those people there should not have an opportunity to vote and then he wins by only allowing election in areas where he is strong; that is the whole idea of supplementary election so that everybody can have an opportunity.', None, None, '“I think the Supreme Court should have made a pronouncement on that; whether it is right or wrong.”', None, None, None, None, 'Read more here ', 'https://thickmatch.com/osun-supreme-court-done-sagay-reacts-oyetolas-victory-adeleke/']"
188,YomzzyDBlogger,12:24pm,Jul 08,27,"['Nigerian singer, Flavour who took to his social media space to congratulate his friend, Smash of the Music group, Bracket who got married over the weekend, revealed he is next as he is ready for marriage.', None, None, 'Gists via: ', 'https://www.yomzzyblog.com/2019/07/singer-flavour-reveals-he-is-ready-for-marriage.html']"
189,AutoJoshNG,2:48pm,Jul 08,30,"[""The whole idea of modifying a car is to improve it's looks or improve its functionalities."", None, None, 'However, some car craftsmen give a whole new definition to the whole idea of car modification.', None, None, 'It is hard to describe some of the end products of the modifications.\xa0 They become a ridiculous and pointless car.', None, None, ""These embarrassing modified cars would look more at home in a children's cartoon film than on the road."", None, None, 'Below are examples of some car modifications by some rather interesting minds.', None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 'See more photos ', 'HERE', None, None, None, 'Source:', None, None, 'https://autojosh.com/are-these-not-the-most-ridiculous-car-modifications-you-have-ever-seen-photos/']"
190,TonyeBarcanista,2:59pm,Jul 08,28,"['Breaking: We are ready to die for #Zakzaky -  Supporters Tell Army/Police', None, None, None, None, None, ' We are ready to die for #Zakzaky & we will not stop calling @MBuhari a Tyrant & a Criminal.', None, None, 'No Jupiter can stop of from protesting in our father land.', None, None, '-Suppoters of Sh #Zakzaky tells Joint Army & Police force today in #Abuja', None, None, '@SaharaReporters @PressTV @ProfOsinbajo @UN ', 'https:///WOPX0d8E2j']"
191,EmagNig,12:28pm,Jul 08,27,"['Davido’s brother and Chairman of HKN music, Adewale Adeleke has just proposed to his girlfriend, Kani.', None, None, 'In a video he posted on his Instagram page, Adewale could be seen leading his sweetheart to a spot and kneeling to pop the big question. She said yes.', None, None, 'He captioned the video:', None, None, 'Yesterday was the best day of my life! She said yes', None, 'Watch Video here', None, 'https://lailasnews.com/davidos-brother-adewale-proposed-to-his-girlfriend']"
